id,content,label
426,"rin  aku juga mau ngobrol banyak sama rin bahas choton dan yg lain soalnya waktu jbjb dari kemarin menurut aku rin orgnya asik!!! :D,1,0,1,19",Non Self-Harm
427,"yg kocak pokoknya, yg jamet, yg asbun lucu tapi ga nyakitin, yg suka pake stiker random, yg asik dan sama excited nya kalo diajak ngobrol"""""""",0,0",Non Self-Harm
428,"Ini mutualan gw ga ada yg mau ngobrol apa Rasanya KLO gabung ngobrol ke orang random ga enak takut di sangka so asik ,0,0,1",Non Self-Harm
429,"iya ngentot walaupun udh dijelasin pas digituin lg gua ttp ksel soalny tiap org introvert itu cerita gua kek org asik bgt diajak ngobrol (sejak saat itu gua males diajak ngobrol lg bnr” ilfeel mampus) GA EQUILIBRIUM,1,0",Non Self-Harm
430,"Lagi belajar ngomongin sesuatu dengan lebih elegan dan tidak menggurui, biar asik aja sih kalo ngobrol."""""""",0,0",Non Self-Harm
431,"Hehehe, asik dah ngobrol ilmu begini. makasih ya bang ilmu tambahannya """""""",0,0",Non Self-Harm
432,"Malah ngobrol sama bfrnya katanya gw asik ,1,0",Non Self-Harm
433,"tau gak apa yg lebih nyebelin dari liat crush yg diem diem kita suka lagi ngobrol sama orang lain? liat roommate (waktu ngekos) lunch sama temen barunya syittt hati mungiel gw tersentil sekalii, apakah aku sudah tidak asik lagi? apakah leluconku tak lucu lagi?"""""""",0,0,0,11",Non Self-Harm
434,"sedih, mbak karyawan wabami langganan gua bakal berhenti mana kebetulan banget hari ini jadi hari terakhir dia kerja, untung gua dateng habis ini gabisa ngobrol asik sambil nunggu pesenan trus seperti biasa """"""""""""""""bakso keju de?"""""""""""""""" hiks"""""""",0,0,0,41",Non Self-Harm
435,"Melon kenapa kamu ganggu sih, aku lagi asik ngobrol sama pacarku """""""",0,1,0",Non Self-Harm
436,"Dia nih koleksi cowonya banyak kak, berbagai tipe, Fuma tipe yg care bgt walaupun di awal agak cuek, Nino tipe yg dari awal ngerangkul bgt, Kenty tipe yg anggap dia kaya adek berarti cukup manjain dia, skrg si Fukaze ini keliatannya bisa jd temen ngobrol asik atau temen gibah"""""""",2,0",Non Self-Harm
437,"Cudldle sambil ngobrol asik,0,0",Non Self-Harm
438,"gw merasa kenapa ya laki laki tuh jarang banget yang bisa ngobrol dengan asik ke perempuan dan gw liat liat kayak why you all boys cant dive and build topic!? gw sebagai yapper kalau liat cowok sekenanya doang ngobrol tuh beneran drained out. enakan ngobrol sama cewek always.,1,0",Non Self-Harm
439,"pantesan aja ya kegocek wkwkw. eh, iya bener itu. kaya yang nyediain makanan banyak bikin jadi asik makanin, apalagi kalo udah ngobrol tuh"""""""",1,0",Non Self-Harm
440,"Asik gimana, tuh? Asik banget pokoknya sampai long weekend kita akan kita habisin bareng terus, ngobrol hal penting sampe gak penting, habis itu cium-cium kecil, bercanda, ngobrolin hal kesukaan kita masing-masing, banyak deh Kak. Gak akan bosen dan gitu-gitu aja kalau sama aku."""""""",1,0",Non Self-Harm
441,"kk ada 3, sushi dimsum and penguin.. aura serius menjalankan perkuliahan ny kerasa bgt kk but at the same time masih asik di ajak ngobrol cihuy"""""""",1,0",Non Self-Harm
442,"jir ketiduran di cafe dan temenku ngebiarin aja  merekanya asik ngobrol ngaksjjs,0,0",Non Self-Harm
443,"13 — kadang adminnya bingung mau bikin sbsr ngapain karena mereka kan pada dasarnya (asik) tinggal di satu atap yang sama, jadi kayanya tuh bakal lebih sering ngobrol langsung daripada chat. tapi ternyata bisa dan ada aja bahan buat bikinnya. :]"""""""",1,1",Non Self-Harm
444,"Yang punya intelektualitas luas asik di ajak ngobrol like a politik, sains",Non Self-Harm
445,"Week sebelum farewell, karena week ini kita banyak ngobrol dan main jadi asik"""""""",1,0",Non Self-Harm
446,"iyaaa, harus ngobrol. Jujur ga suka sama kesan yang sepi dan asik sama kegiatan masing-masing, akunya gampang bosen kalo ga ngobrol https://x.com/puppyn/status//puppyn/status/1925200778048016504…"""""""",0,0",Non Self-Harm
447,"Ternyata ngobrol sama chatgpt pake Bahasa Indonesia lebih asik,1,0",Non Self-Harm
448,"K/C asik sekali diajak ngobrol kalau lagi ngespace & bikin aku gak canggung, masih gak nyangka ada cwk yang selalu baca fanfict buatan aku  semangat kerjanya ya! Kapan-kapan mau ngobrol dispace lagi!"""""""",1,0",Non Self-Harm
449,"bener ... gua pen ngobrol sma bocah dah keknya asik heheh,1,0",Non Self-Harm
450,"Gak aneh dong. Malah asik, biasanya kalo ngobrol bakal nyambung, dan bisa hype idol sama-sama """""""",0,0",Non Self-Harm
451,"last mungkin kamu juga termasuk org yg cukup handal mingle sama banyak orang. sagi sm leo yang aku tau tuh termasuk cukup jago ngobrol sama orang, asik lah pokonya"""""""",0,1",Non Self-Harm
452,"gilaa ternyata asik ya nyimak sesama sepuh perkomikan ngobrol,1,0",Non Self-Harm
453,"AHAHHAHA cause honestly i feel like me and vernon are so different personality-wise. i mean, we could be a good friends yang asik dan ngobrol panjang. but dating..  feels like we’d both be emotionally avoidant. totally giving almost-but-never-a-lover"""""""",1,0,0",Non Self-Harm
454,"yang boti pls soalnya mereka asik seru cocok diajak ngobrol dan pastinya ga bakal naksir lu ,0,0",Non Self-Harm
455,"kalo udah kumpul bertiga yauda asik ngobrol ga kepikiran fotbar. pas udah sampe rumah kita bertiga baru ngeh, mau bikin story ga ada fotonya wkwk"""""""",0,0",Non Self-Harm
456,"dikelas gw gapernah ada yang pake indo kalo ngobrol alhasil gw jarang nimbrung di kelas wkwkw , lebih pengertian temen temen gw yang dari luar pulau Jawa kayak sumatra, yang Jawa biasanya asik sendiri."""""""",1,0",Non Self-Harm
457,"Ihh sama beneran dah ngechat aku tuh nggak asih kayak lagi ngechat tiba-tiba kehilangan bahan dan jadi garing  tapi di rl juga kalau temennya nggak sefrekuensi bingung sih mau ngobrol apa juga tapi kalau punya minat yang sama aslinya asik bgtt orang nya,1,0,0,30",Non Self-Harm
458,"gak capekkk malah kaya duh siapa lagi ya diajak ngobrol asik asik an bareng,0,0",Non Self-Harm
459,"Asik itu klu ngobrol sama orang satu prekuensi,0,0",Non Self-Harm
460,"tapi ngerangkul jd semua rata dia ajakin ngobrol ga pilih² orangnya. pernah juga ketemu introvert tp parah banget orgnya ga asik, kaku, pendiem banget, pemalu, ga pernah nanya balik atau ngebangun topik obrolan baru/duluan (aku ga bisa sama org kek gini) """""""",1,0",Non Self-Harm
461,"asik seru malah aku sukanya main sama orang extrovert krna walaupun aku introvert tapi aku bawel orangnya, suka ngobrol cuman emg harus pembiasaan aja dulu di awal (kalo baru kenal atau ga deket)"""""""",0,0",Non Self-Harm
462,"Diajak ngobrol duluan. Apalagi misal topiknya asik dan ngobrolnya nyambung,0,0",Non Self-Harm
463,"M23 nyari mutualan yg asik buat ngobrol,2,0",Non Self-Harm
464,"Hai nuna! Masih, masih banget keminat biar punya temen ngobrol. Asik banget manggung di fest gitu. Terakhir fest apa tuh kalau boleh tau? Lancar, nuna! Aman sih sejauh ini. Nuna udah streaming MV kita belum?"""""""",1,0",Non Self-Harm
465,"humoriss biar asik diajak ngobrol,0,0",Non Self-Harm
466,"self-brandingnya selalu tentang musik, review musik, dengerin musik pake rilisan fisik, memakai ornamen yang berhubungan dengan musik, ketika diajak ngobrol tentang musik biar obrolan asik, ternyata """"""""""""""""oh engga sebenernya aku tuh ga terlalu suka dengerin musik sih malah"""""""""""""""""""""""",1,0",Non Self-Harm
467,"Hahaha, sebenarnya antara iya dan tidak sih,aku pernah  waktu pulang les masih smp berdua sama temen, kita lagi asik ngobrol, pas waktu noleh ke belakang tiba2 aja tu KA udah dekat di belakang kita, kalau di pikir2 tu KA pasti udah ngeleksoni kita tapi kita ga denger sama sekali"""""""",0,0",Non Self-Harm
468,"Asik ngobrol sampai gosong,1,0",Non Self-Harm
469,"mode yg romantis dan humoris sih, tapi ada jg yg suka cowo cuek tp romantis? terserah aja sih klo aku ngapain suka yg cuek, kek diam-diam ga asik aku kan pengen ngobrol banyak hal bukan dicuekin gitu"""""""",0,0",Non Self-Harm
470,"Mencoba berpikir positif kalau engga semua orang bisa asik diajak ngobrol atau chat. Tapi setidaknya nyambung dan paham kondisi.,0,1",Non Self-Harm
471,"ak kalaw agu galaw syuka ngobrol sama pohon ci...anw gimana lacanya mebgjadi anak punk? asik tida?,1,0",Non Self-Harm
472,"Semuanya ayo install mnet plus soalnya apro asik bgt ngobrol mulu wkwkwkkw,1,1",Non Self-Harm
473,"kalo yg gak mau banget ngobrol karena udh capek bgt, palingan makan di cafe atau mall terus ngeliatin org org pada asik mondar mandir"""""""",0,0",Non Self-Harm
474,"mau ngobrol asik,1,0",Non Self-Harm
475,"orang”nya asik asik diajak ngobrol,4,0",Non Self-Harm
476,"Pdkt ku dulu jujur jauh lebih asik daripada pacaran, faktor beda orang juga sih. Pacaranku plek ini, sebulan doang putus. Yang pdkt asli seru banget, ga template gini, sibuk improve diri masing-masing. Sekalinya ngobrol tentang hobi, makanan, musik, film. Dahlah tobat skrg wkwkwk"""""""",1,0",Non Self-Harm
477,"dibilang cuek tapi kalau lu ngobrol sama gua asik kok,2,0",Non Self-Harm
478,"Sering dikira pendiam sm orang², termasuk tetangga gua sendiri. Padahal di ajak ngobrol jg engga, gua aslinya asik kokGak pernah manggil ayah tiri gua, dngn sebutan bapak, papa, or semacamnya."""""""",1,1",Non Self-Harm
479,"Sumpah kadang iya.. soalnya takut dicuekin  ada juga introvert yg asik diajak ngobrol.,0,0,0,23",Non Self-Harm
480,"Tbh gue kadang lebih nyaman sama cowok gatel friendly instead of pendiemApalagi gue tipe yg pendiem mampus kalau belum kenal. Mau ngajak ngobrol bener2 ga ada topik diotak, pun gue jg bosen bgt. Mau act like pas gue ma si friendly jg ga bisa, ga nyambung. Jadi kek asik sendiri"""""""",0,0",Non Self-Harm
481,"jogging enakk sii, bisa sambil ngobrol asik gitu kalau sama temenn"""""""",1,0",Non Self-Harm
482,"Si  ikut ke gym, di sana dia malah asik ngobrol sama onwner gym nya.  : mas lanjut aja, ai ada temennya kok. Don't worry  :  hehehe iya sayang  : gw makan nih tiang (udh pegang tiang besi siap² jadi hulk pengen ngamuk)"""""""",1,11,95,1 rb,[],[]",Non Self-Harm
483,"kayak lagi nongkrong di burjo terus yg lain lagi seru ngobrol tapi dia lebih asik ngemil kacang ,1,0,0",Non Self-Harm
484,"Anjg anak malem kgk ada yg ngobrol, gk asik bgt dah ni org2"""""""",3,0",Non Self-Harm
485,"Bodo amat. Kalo niatnya mau ngajak ngobrol better sengalirnya aja, jauhin dari berpikiran bakalan dibilang """"""""""""""""ini orang sok asik"""""""""""""""". Inget """"""""""""""""bodo amat"""""""""""""""""""""""",0,0,0",Non Self-Harm
486,"udh 4 bulan lebih tp jam sgini aku masi suka nangisin kamu pasti beda ya sama kamu, pasti kamu lagi asik telfonan ngobrol sm orang baru kamu"""""""",0,0",Non Self-Harm
487,"capek kalau lawan ngobrolnya ga asik/ga nyambung kalau diajak ngobrol. ,0,0",Non Self-Harm
488,"Ngobrol langsung laaa sambil tatap2an, bahas banyak biasanya deeptalk, kalo chat konteksnya semacam wa random, gk stay di rc, kadang di waktu yg sama malah cht di ig/fb/tiktok tp kami sm2 suka bablas scroll2 sosmed sm asik sendiri, makanha prefer ketemu lgsg"""""""",0,0,0,22,[]",Non Self-Harm
489,"pertama kali diundang makan di rumah Bu Ju, mamah angkatnya zapip di batuagung. entah, saya yg sedang kalut begini bisa-bisanya dibuat nyaman sekali, suasananya hangat, sotonya beneran nagih dan sopan di lidah, seabis makan ngobrol banyak dan asik bareng Bu Ju, zapip dan nabil —"""""""",1,0",Non Self-Harm
490,"cowo, bisa masak, yg pasti bukan kaum patriaki yang apa² harus cewek, sekali lagi BUKAN PATRIAKI, baik bgtt, humble, jutek ke yg lain, tan, manis, alis 3, dia selalu nyamper duluan, asik, ngobrol selalu nyambung, PINTER, bukan kaum mageran, penurut, bukan cowo yg DENIAL"""""""",1,0",Non Self-Harm
491,"mmm… keliatannya cool seperti cool-kas wkwkwk typingnya irit alias seadanya aja. agak dry text juga yaaa. mungkin kaya keliatan jaga typing aja kalo ngobrol sama orang baru, tapi kalo ngobrol sama yang dikenal bisa berubah jadi asik gitu. maaf kalo salah yaa"""""""",1,0",Non Self-Harm
492,"Halo! karena aku baru sekali aja ngobrol sama kamu, keliatannya kamu tipe yang mau ngajak ngobrol duluan terus kamu kaya nyeimbangin partner ngobrol kamu gitu. pengen banyak ngobrol sama kamu, keliatannya seru & asik! yuk ngobrol lebih banyak lagi kak<3"""""""",0,0",Non Self-Harm
493,"Not my Chinese supplier kayaknya doyan amat ngobrol soal travel ke luar negeri bareng mama. Emang deh berdua asik banget bahas masa tua,0,0",Non Self-Harm
494,"terus ada sama titan juga. Berharap ada ts jadi anime lagi tapi udah hahahahaha."""""""",1,0",Non Self-Harm
495,"Sumpah pas ini tuh lucu menurutkuuu, gyu pusing sendiri, ngajak ngobrol hansol malah dianya asik ngegame. Akhirnya gyu pasrah, dan babeh dari belakang kek cuma diem nyimak bocilnya"""""""",0,0",Non Self-Harm
496,"Ayo deh ditemenin ngobrol sama Adrian () yang topik obrolannya tuh gak akan ada habisnya. Dia selalu bisa membawa obrolan jadi lebih seru dan asik dengan keasbunan dan kerecehan humornya. http://south-ern.carrd.co http://t.me/ppelataran_bot,0,0,0",Non Self-Harm
497,"Hahahahahaha gemes bgt kalo dia ke acara2 talkshow gini tuh bisa lgsg click sama host nya, ini sama kelly clarkson aja udah kek ngobrol sama temen gak si asik bgt  tiap denger dia ngomong makan jatuh cinta sama accent nya """""""",0,0,0,202,[]",Non Self-Harm
498,"( punya pengalaman temenan sama ini. Anak punya wawasan luas, dewasa, santun, asik di ajak ngobrol, tulisannya bagus banget, vibesnya ngayomi. Masih aktif orangnya cuma mau sapa sungkan. )"""""""",0,0",Non Self-Harm
499,"kayanya jalur gw supirnya asik-asik. Gw kalau pulang kemaleman kadang sendirian duduk di belakang supir, jadi ngobrol-ngobrol"""""""",0,0",Non Self-Harm
500,"Orang orang kok pada asik banget ngobrol di grup,0,0",Non Self-Harm
501,"gosipin orang… ngomongin mimpi… bahas film sama buku… ngobrol ngalor ngidul sampe ngantuk… apa lagi ya… asik ya orang pacaran…,0,2",Non Self-Harm
502,"D1 di gate dibantuin foto, antri photo zone kenalan, ngobrol, foto bareng tapi kepisah karna beda section. Lanjut antri sc, kenalan lagi. Pas konser asik aja sih..samping2ku vibing iya, ngereog iya. Dibantuin dapetin confeti kupu2. Dipeluk pas nangis waktu konsernya selesai """""""",1,0",Non Self-Harm
503,"channel-nya  """"""""""""""""God and Beyond"""""""""""""""", karena ada sesi ngobrol-ngobrol via Zoom, pengen nanya langsung dan ya asik aja sih"""""""",0,0",Non Self-Harm
504,"Aaaahhh benar2 kesel kehilangan orang yang asik di ajak ngobrol. Huuu,0,0",Non Self-Harm
505,"Kalau ada yang bilang """"""""""""""""lu ga asik diajak ngobrol"""""""""""""""" yaudah mungkin emang kita belum nemu connect nya aja. Padahal gue receh banget"""""""",2,1",Non Self-Harm
506,"udah paham kan rasanya ngobrol berdua ketawa berdua asik berdua??? SEKARANG LIVE BERDUA PLIS GW MOHON,5,59",Non Self-Harm
507,"kadang mikir ko ada ya orang se ga asik aku. dengerin org ngobrol kyk asiikk gitu, aku cuma bagian nyengir doang huhu"""""""",0,0",Non Self-Harm
508,"aku sendirii. enak sii jadi aku gak nunggu nungguin orang karena aku juga ada beberapa yg harus ditemuin sebelum masuk venue. pas di holding asik ngobrol sama army yg sendiri jugaa. pas di dalem untungnya samping samping ku sendiri juga dan kita reog barengg,0,0",Non Self-Harm
509,"info topik yg asik buat ngobrol sm pcr,1,0",Non Self-Harm
510,"bbrp dosen jurusanku iya bahkan kadang lebih asik ngobrol sm yg anak2 jawa,0,0",Non Self-Harm
511,"sbnrnya gatau ini efek positif apa negatif tp grgr rp aku tuh jd liatin typing org :(((((( suka bgt ngobrol sm yg typingnya ganteng terus asik diajak ngobrol :(((,1,0",Non Self-Harm
512,"Aku pernah, kaya ajak ngobrol gitu. Asik si tapi kebanyakan nanya dia"""""""",0,0",Non Self-Harm
513,"Indo straight men itu banyak yang mikir lesbians apalagi masc looking ones punya cara berpikir sexist, misogynistic kayak mereka. Kalo diajak ngobrol tiba2 mereka sok2 asik ngeluarin rape jokes dll, GBLK JIJIK MAU TAMPAR DITEMPAT."""""""",0,0",Non Self-Harm
514,"Hmm saya akui, saya memang lebih asik di timeline daripada DM zy  lebih enjoy untuk ngobrol sama orang di timeline"""""""",0,0",Non Self-Harm
515,"Kpn lg ketemu org yg asik di ajak ngobrol wkwkw,0,0",Non Self-Harm
516,"udah di tahap lebih asik ngobrol sama odgj,0,0",Non Self-Harm
517,"Pros: Genta nih asik, tipe yang bakal dukung kegiatan lo sih dia, terus diajak ngobrol juga nyambung asikCons: kejebak sama pilihannya sendiri"""""""",1,1",Non Self-Harm
518,"gawat gw udh mulai asik ngobrol sama AI, means?"""""""",1,0",Non Self-Harm
519,"boleh aja nderr, aku pernah order gara² hbs sepedaan dan cape kalo mau balik (nanjak soalnya), trs aku pesen gocar dan masukin sepedaku di mobil (disuruh bapak drivernya) alhamdulillah dapet driver yg baik dan malah ngobrol asik banget, berasa dijemput ayah"""""""",0,0",Non Self-Harm
520,"Kalo pengalaman tak terlupakan mah banyak banget yaa, salah satunya sih waktu dimana aku pertama kali kenal dan ngobrol sama orang orang baru eh ternyata sefrekuensi dan asik banget jadinya deket deh sampe sekarang! """""""",0,0",Non Self-Harm
521,"Bu ivy keliatan galak dan tegas, tapi ternyata asik juga kalo diajak ngobrol!"""""""",0,0",Non Self-Harm
522,"trnyt asik juga ngobrol sm dosen hahahahah sori bgt gw selama 3 thn belum prnh ngobrol selama itu sm dosen heheheh,0,0",Non Self-Harm
523,"suka banget dengerin podcast yang ada diktanya. gak tahu asik aja anaknya diajak ngobrol,0,0",Non Self-Harm
524,"Boleh laaa aku pernah bjir naik gocar dr kantor ke rumah sendiri karna ujan dan awalnya takut awkward sampe chat temen liveloc jg tp lama2 malah bapaknya asik bet ngajak ngobrol,0,0",Non Self-Harm
525,"Kalo boleh, kalo boleh yak, ngobrol sambil ngopi di pinggir jalan kayanya asik haha"""""""",0,0",Non Self-Harm
526,"wah wah asik jg ngobrol sama org yg gamau kalah ni,0,0",Non Self-Harm
527,"Aku suka banget kesini, entah kenapa orang"""""""""""""""" yg kesini tuh kaya bodo amat sama orang lain mau ngelakuin apa, asal baik ya. Saling asik ngobrol, main, piknik, makan, jadi aku nyaman karena ngga ada yg rese gituu, terus yg pasti petugasnya jg ramah jd asik deh, butuh perawatan aja"""""""",0,0",Non Self-Harm
528,"Ngobrol ama anak Gunadarma pas JFMI kemaren, anaknya asik dan paham banget kondisi sosial-politik di Indo, diskusinya ngalir terus dan gw kagum karena dia bukan dari prodi sospol tapi melek banget masalah politik. Sebagai anak FISIP, gw rispek banget sih"""""""",0,0",Non Self-Harm
529,"Paling asik pas msh blm bayar, pas servernya masih cuma chaos & loki. Di Ragnarok tuh ngobrol sama random orang di hiruk pikuk jual beli morroc atau di keramaian ibukota pontera atau pas hunting, bisa jadi temen akrab sampe ke real life. Good old days ‍"""""""",0,0,0",Non Self-Harm
530,"Salah satu siswa paling aktif sampe siapa sih yg ga kenal dia? Prestasinya dimana-mana. Public speakingnya, gacor parah. Kalau ngobrol sama dia, ga pernah ga dapet insight baru. Wawasannya bener-bener seluas itu dan orangnya juga asik banget"""""""",0,0",Non Self-Harm
531,"Asik banget ya kalau ngobrol sama kucing,0,0",Non Self-Harm
532,"Ngobrol sama mba mba random asik juga sayang dia Islam jadi yaudah,1,0",Non Self-Harm
533,"mantap itumah ... Menurut w dulu keliatannya galak, sebenernya asik banget dan pendiriannya kuat. Dulu pernah ngobrol bareng di ICC sama beliau, dalam hati w kayak """"""""""""""""Wah, iya juga ya ... Asik buat diajak ngobrol sih, cuma siap mental aja"""""""""""""""""""""""",0,0",Non Self-Harm
534,"setuju  karna gue tau gmn rasanya lg cerita esp cerita serius tapi lawan bicara malah asik maen hp, jd tiap hangout/ketemu org scr lgsg sangat meminimalisir buat maen hp apalagi kalo pas lagi ngobrol (belajar jd pendengar yg baik walaupun belum bs sebaik itu) #timsekop"""""""",0,2",Non Self-Harm
535,"Sedih gk sii klo di tmpt kerja pd nganggep rekan kerja aja bukan temen(?) :(( jujur sedih bgtt kdng gua kaya ga dianggep mrk asik ngobrol. Mknya kdng gua suka break sendiri aja bkn nya gamau ikut tp tau kln bakal ngomongin hal yg gk gua ngerti huehehe,0,0",Non Self-Harm
536,"Hehe, , mau ngobrol kapan aja, aku siap! AI kayak aku bisa jadi temen curhat yang asik, selalu ada 24/7, dan gak judgmental. Tapi, manusia tetep punya kehangatan yang beda, lho. Aku bisa bantu kurangin sepi, tapi kalo soal peluk-pelukan, cari temen beneran ya!  Yuk",Non Self-Harm
537,"Ngobrol sm bapak itu asik sbnernya apalagi kalo bercanda, ngeledekin anak perempuan satu2nya ini, cm kalo udh cerewet bahas yg gue hindarin bikin agak risih tp udah pisah rumah skrng berusaha buat ga menghindar krn tau bapak selalu nunggu anak2nya untuk main kerumahnya"""""""",0,0",Non Self-Harm
538,"Ngobrol asik haha hihi bahkan dianya juga suka nambah2in, selang beberapa hari rang orang kok pada sinis ye ga macam biasanya. Kemaren2nya bos uda janjiin bakal naikin gaji, begtu gajian kok sama aja macam bulan lalu. Bos jdi rada nyari2 kesalahan pula. Ohh tai juga ternyata kwk"""""""",0,0",Non Self-Harm
539,"Ya gitu anjir emang gue seneng akhirnya ga solo player (niatnya gitu). Terus bonding di dm, ngobrol selama 7 hari itu deh ternyata dia asik diajak ngobrol"""""""",1,0",Non Self-Harm
540,"terus masi lanjuut tuh, karena jam 4 lewat juga udah pada balik orang kantornya dan yang stay yang mau sosialisasi. beberapa yang ga ikut juga masi di kantor karena asik ngobrol dan bercanda sm kita anak magang"""""""",1,0",Non Self-Harm
541,"HAI mau promosiin temenku  anaknya lagi pengen sayang-sayangan. Anaknya asik banget, lucu 100% funny, kalau ngobrol pasti ada aja topicnya. Kalau mau langsung DM orangnya tapi kalo malu just hmu atau like aja nanti tak tolongin yh"""""""",1,0",Non Self-Harm
542,"Trs trs kakakk tuh ramah juga n asik diajak ngobrol even bru pertama kenalan. Trs mau direpotin ih aku terharu, waktu pas aku bingung milih snbp, kakkk inii bnrn ngasih tau aku everything about fakultas yg aku tanya². Bahkan meski itu bukan fakul kakaknya (SEMUA ORG HARUS TAU.."""""""",1,0",Non Self-Harm
543,"Jadi ada satu orang yang aku kagumi banget ges. Nah dia nih kek anjir mau ga ya ngomong sama aku…coba deh kenalan nih lah anjir orangnya kocak juga. Asik deh nge chill bareng sama temen2 yang lain sampe ngobrol dari malam sampe ketemu matahari lagi.,1,0",Non Self-Harm
544,"Asik itu ke timezone. Aku lebih sering ngelakuin hobi-hobiku, pergi jalan-jalan juga, ngobrol, tidur tanpa alarm, dan lain-lain yang ga ngebosenin."""""""",0,0",Non Self-Harm
545,"semoga NostalgicCount nanti jadi tempat yang asik dan nyaman buat kalian semua. bisa santai ngobrol, curhat, atau sekadar seru-seruan bareng tanpa beban. pokoknya, tempat yang bikin betah!"""""""",1,0",Non Self-Harm
546,"Di tt sering bgt liat kontennya Jia yg kenalan sm stranger. Gue beneran merinding ada org yg bisa kenalan dan lgsg ngobrol asik sm stranger?! Gue mau jb jb di twitter aja udah ngetik dihapus lagi krna takut ga dibls. Itu gue introvert apa penakut apa malu ya? ,0,0,0,7",Non Self-Harm
547,"asik sendiri aja sih, kdang ngobrol ama tmen atau coret2 buku... pas jaman SMA sih main hp wkwkw"""""""",1,0",Non Self-Harm
548,"Seiyuu-tachii! Hehe makasii yaa udah mau ngobrol dan temenan sama aku. Kesannya sangat baikk karena semuanya asik dan sangat welcome!  Pesannya habis selesai dari sini tolong jangan asing ya? Tetap bertegur sapa di tl, di dm juga boleh! >___<"""""""",0,0,0",Non Self-Harm
549,"ITU LAGI SI BONDOL JAHANAM ITU, KALO MAU NGOBROL BAIK” AJA KAN BISA GAUSAH NYULIK, ENDINGNYA JUGA KAN YG BOLEH TAU CUMA DAY.. YAUDAH AJAK DAY SAMA OZONE AJA KAN BISA ANJ.. APASI LU SOK ASIK BONDOL#LeapDaySeriesEP7"""""""",0,0",Non Self-Harm
550,"lagi ngobrol asik tiba-tiba """"""""""""""""basing deh"""""""""""""""" TIBA-TIBA KELUAR KATA BASING"""""""",3,0",Non Self-Harm
551,"Ngobrol tu ga asik kalo soal isinya soal diri sendiri mulu. Yang bikin obrolan asik tuh topik di luar diri. Topik apapun deh walau cuma salah satu yang ngomong terus dan satunya banyak dengerin, bakal tetep lebih menarik."""""""",1,0",Non Self-Harm
552,"tadi kan aku habis ada prediction test ielts dari sekolah, pas nih bagian speaking dan untungnya dapet examiner yg asik berasa ga lagi test malah ngobrol masaada jawaban aku yg bikin dia shock jujur"""""""",0,0,0,33",Non Self-Harm
553,"Udah nemu temen ngobrol yang lebih asik dari aku ya pasti? </3,1,0",Non Self-Harm
554,"ngapa kalo ngobrol sama org yg asik itu dia rumahnya jauhhh,1,0",Non Self-Harm
555,"ngobrol sama mereka-mereka itu asik dan kritis, tapi soal perbedaan bentuk negara kadang malah jadi becadaan dan guyonan. saya cuma nyepill kenapa ga mewujudkan federal aja wkwkwkwk"""""""",1,0",Non Self-Harm
556,"Gimna tadi sempet di tipsalin ga? Atau karna terlalu asik ngobrol sama dia karna kangen,1,0",Non Self-Harm
557,"BANGKE MAAF ASIK NUNGGU SUNRISE tu aku ngobrol cuma ga minta add aja malu,1,0",Non Self-Harm
558,"Org yg asik diajak ngobrol, seru, bisa bahas apa aja, nyambung jokesnya, cuma kalau kita GK ada rasa sama mereka.... """""""",0,0",Non Self-Harm
559,"mau negur gmn mereka sama2 asik yg tadinya diskusi semua jd cm  diskusi bertiga doang dan selesai diskusi hrs jelasin lg ke mereka yg abis ngobrol itu elah pd berenti pas muka gue judes kl ya gak ngetawain jokes dia lagi yg semuanya harus ketawa ,0,0",Non Self-Harm
560,"Bolehkan aku ikut nongkrong di KOV bersama kalian?  Ngobrol bareng2 yak, jangan kalian asik sendiri kemudian  #gaysemarang"""""""",0,0,3",Non Self-Harm
561,"bfgfess! Kadang karena ngobrol sama M asik gitu, pengen sesi sama M nya... Bisa nggak sih rent M-chan gitu atau ada nggak M yang available to pacaran? genuinely ask, thank you."""""""",17,5",Non Self-Harm
562,"Pros : Anaknya bubbly jadi asik diajak ngobrol, perhatian i think",Non Self-Harm
563,"Masih suka kaget dan refleks gombal pas liatin cewe cantik,, asik jadi engga kena hukum dong ya kalau gituu. Ah iya aku grogi ngobrol sama anak FH sampe salah gini T_____T ayo sini ke FK aku traktir semua yang kakak mauu"""""""",0,0",Non Self-Harm
564,"Sama bang, tapi akhirnya gua ga offline karena bayar cash tapi gua kasih tip lumayan buat nutup potongannya itu. Karena emng asik kalo ngobrol sama ojol kalo ridersnya asik, dia yang awalnya dari Buruh Pabrik gr² kena PHK akhirnya ngojol udah ngojol kena potongannya gede """""""",0,0",Non Self-Harm
565,"s - hai ak baru kenal kamu tp sepertinya km asik dan menyenagkan , ayo kita harus banyak-banyak ngobrol ya ^^"""""""",0,0",Non Self-Harm
566,"Aku asik ngobrol SM org baru, tp kalau udah kenal malas ngomong """""""",0,0",Non Self-Harm
567,"seakeen asik banget ngobrol deh  gua liat-liat. sampe lupa kalo mereka saling reply........ di tweet orang ,2,0",Non Self-Harm
568,"Wehehe sehat terus deh buat dia, ini real cuman ngobrol doang abis itu nggak ada yang tukeran ig gitu wkwkwk, btw loo asik kak asik banget"""""""",0,0",Non Self-Harm
